12	10	220.0	0	220.0	0	1	
12	10	18.3333333333	15	220.0	181	2	
12	10	60.8333333333	32	730.0	395	0	
12	50	22100.0	0	22100.0	0	1	
12	50	1841.66666667	1665	22100.0	19989	2	
12	50	2554.16666667	2046	30650.0	24559	0	
12	100	171700.0	0	171700.0	0	1	
12	100	14308.3333333	13036	171700.0	156436	2	
12	100	16983.3333333	14507	203800.0	174084	0	
12	200	1353400.0	0	1353400.0	0	1	
12	200	112783.333333	103086	1353400.0	1237039	2	
12	200	123133.333333	108851	1477600.0	1306214	0	
12	300	4545100.0	0	4545100.0	0	1	
12	300	378758.333333	346539	4545100.0	4158475	2	
12	300	401783.333333	359320	4821400.0	4311844	0	
12	400	10746800.0	0	10746800.0	0	1	
12	400	895566.666667	819784	10746800.0	9837411	2	
12	400	936266.666667	842619	11235200.0	10111434	0	
12	500	20958500.0	0	20958500.0	0	1	
12	500	1746541.66667	1599209	20958500.0	19190514	2	
12	500	1809916.66667	1634805	21719000.0	19617664	0	
