24	10	220.0	0	220.0	0	1	
24	10	9.16666666667	7	220.0	189	2	
24	10	51.6666666667	23	1240.0	562	0	
24	50	22100.0	0	22100.0	0	1	
24	50	920.833333333	861	22100.0	20676	2	
24	50	1633.33333333	1242	39200.0	29808	0	
24	100	171700.0	0	171700.0	0	1	
24	100	7154.16666667	6785	171700.0	162847	2	
24	100	9829.16666667	8285	235900.0	198847	0	
24	200	1353400.0	0	1353400.0	0	1	
24	200	56391.6666667	53770	1353400.0	1290486	2	
24	200	66741.6666667	59710	1601800.0	1433057	0	
24	300	4545100.0	0	4545100.0	0	1	
24	300	189379.166667	180885	4545100.0	4341250	2	
24	300	212404.166667	194159	5097700.0	4659828	0	
24	400	10746800.0	0	10746800.0	0	1	
24	400	447783.333333	428061	10746800.0	10273472	2	
24	400	488483.333333	451709	11723600.0	10841023	0	
24	500	20958500.0	0	20958500.0	0	1	
24	500	873270.833333	835228	20958500.0	20045486	2	
24	500	936645.833333	872132	22479500.0	20931180	0	
