283 2 10
0 10
-0.000000 0.250000
0.000000 0.305556
0.000000 0.361111
0.000000 0.416667
0.000000 0.472222
0.000000 0.527778
0.000000 0.583333
0.000000 0.638889
0.000000 0.694444
0.000000 0.750000
1 7
-0.000000 0.750000
0.026671 0.800688
0.057224 0.849108
0.093505 0.893341
0.135957 0.931674
0.183244 0.963930
0.233375 0.991625
2 15
0.250000 1.000000
0.303571 1.000000
0.357143 1.000000
0.410714 1.000000
0.464286 1.000000
0.517857 1.000000
0.571429 1.000000
0.625000 1.000000
0.678571 1.000000
0.732143 1.000000
0.785714 1.000000
0.839286 1.000000
0.892857 1.000000
0.946429 1.000000
1.000000 1.000000
3 5
1.000000 1.000000
1.000000 0.937500
1.000000 0.875000
1.000000 0.812500
1.000000 0.750000
4 21
1.000000 0.750000
0.948538 0.735124
0.897365 0.719279
0.846601 0.702186
0.796403 0.683538
0.746966 0.663003
0.698539 0.640233
0.651432 0.614888
0.606009 0.586670
0.562677 0.555363
0.521842 0.520881
0.483858 0.483289
0.448961 0.442808
0.417241 0.399780
0.388628 0.354604
0.362921 0.307690
0.339831 0.259410
0.319021 0.210081
0.300144 0.159961
0.282865 0.109256
0.266873 0.058127
5 7
0.250000 0.000000
0.208333 0.041667
0.166667 0.083333
0.125000 0.125000
0.083333 0.166667
0.041667 0.208333
0.000000 0.250000
6 55
0.093750 0.395062
0.140625 0.197531
0.046875 0.526749
0.234375 0.329218
0.164063 0.460905
0.023438 0.263374
0.210938 0.065844
0.304688 0.362140
0.128906 0.373114
0.082031 0.307270
0.175781 0.109739
0.011719 0.504801
0.199219 0.241427
0.058594 0.438957
0.246094 0.153635
0.251953 0.252401
0.064453 0.548697
0.158203 0.351166
0.205078 0.482853
0.298828 0.186557
0.111328 0.285322
0.322266 0.318244
0.041016 0.614540
0.228516 0.417010
0.087891 0.219479
0.005859 0.321902
0.193359 0.124371
0.099609 0.453589
0.146484 0.256059
0.263672 0.091449
0.076172 0.387746
0.169922 0.190215
0.029297 0.585277
0.216797 0.299954
0.125977 0.497485
0.313477 0.201189
0.032227 0.234111
0.219727 0.036580
0.266602 0.332876
0.172852 0.431642
0.102539 0.365798
0.024414 0.673068
0.055664 0.475537
0.243164 0.278006
0.020508 0.409694
0.208008 0.212163
0.301758 0.245085
0.114258 0.541381
0.137695 0.343850
0.231445 0.446273
0.278320 0.149977
0.090820 0.248743
0.002930 0.643804
0.190430 0.380430
0.096680 0.182899
7 72
0.250000 0.888889
0.187500 0.592593
0.437500 0.691358
0.468750 0.493827
0.296875 0.823045
0.257813 0.625514
0.132813 0.724280
0.398438 0.559671
0.085938 0.855967
0.117188 0.658436
0.367188 0.669410
0.503906 0.521262
0.316406 0.471879
0.191406 0.768176
0.222656 0.570645
0.144531 0.899863
0.457031 0.603567
0.050781 0.702332
0.363281 0.406036
0.261719 0.801097
0.292969 0.537723
0.167969 0.834019
0.152344 0.636488
0.402344 0.735254
0.433594 0.449931
0.121094 0.746228
0.345703 0.647462
0.220703 0.680384
0.392578 0.384088
0.486328 0.581619
0.291016 0.713306
0.275391 0.515775
0.150391 0.812071
0.181641 0.519433
0.380859 0.618198
0.068359 0.716964
0.287109 0.420668
0.349609 0.749886
0.521484 0.601738
0.333984 0.552355
0.208984 0.848651
0.240234 0.651120
0.451172 0.486511
0.044922 0.782807
0.310547 0.596251
0.185547 0.695016
0.407227 0.530407
0.094727 0.826703
0.079102 0.629172
0.329102 0.727938
0.547852 0.579790
0.360352 0.464563
0.235352 0.760860
0.196289 0.563329
0.477539 0.662094
0.336914 0.376772
0.305664 0.771834
0.254883 0.574303
0.129883 0.870599
0.161133 0.607225
0.411133 0.705990
0.395508 0.508459
0.083008 0.804755
0.325195 0.640146
0.200195 0.738912
0.418945 0.442615
0.465820 0.545039
0.059570 0.841335
0.372070 0.347508
0.252930 0.676726
0.284180 0.479195
0.159180 0.775492
8 64
0.625000 0.740741
0.578125 0.674897
0.695313 0.872428
0.414063 0.757202
0.460938 0.954733
0.554688 0.806584
0.753906 0.817558
0.566406 0.916324
0.660156 0.718793
0.472656 0.866941
0.425781 0.998628
0.613281 0.850480
0.574219 0.652949
0.542969 0.982167
0.355469 0.932785
0.730469 0.784636
0.683594 0.894376
0.501953 0.696845
0.314453 0.844993
0.783203 0.795610
0.267578 0.976680
0.642578 0.828532
0.455078 0.779150
0.673828 0.631001
0.384766 0.910837
0.572266 0.762689
0.525391 0.960219
0.712891 0.667581
0.431641 0.815729
0.244141 0.914495
0.537109 0.865112
0.771484 0.700503
0.583984 0.996799
0.302734 0.947417
0.677734 0.799268
0.490234 0.684042
0.607422 0.733425
0.279297 0.881573
0.841797 0.744399
0.373047 0.991312
0.748047 0.843164
0.375977 0.793781
0.688477 0.645633
0.469727 0.925469
0.516602 0.777321
0.610352 0.909008
0.633789 0.711477
0.446289 0.859625
0.399414 0.969364
0.586914 0.821216
0.618164 0.623685
0.868164 0.722451
0.317383 0.903521
0.692383 0.755373
0.645508 0.952904
0.551758 0.689529
0.364258 0.837677
0.762695 0.788294
0.668945 0.887060
0.481445 0.742570
0.434570 0.940101
0.622070 0.791952
0.534180 0.923640
0.721680 0.726109
9 27
0.906250 0.839506
0.718750 0.938272
0.953125 0.971193
0.859375 0.773663
0.789063 0.905350
0.894531 0.751715
0.988281 0.949246
0.964844 0.883402
0.876953 0.993141
0.830078 0.927298
0.923828 0.729767
0.853516 0.861454
0.806641 0.963877
0.994141 0.766347
0.912109 0.898034
0.888672 0.832190
0.701172 0.930956
0.750977 0.941930
0.657227 0.974851
0.797852 0.876086
0.915039 0.810242
0.961914 0.919982
0.973633 0.854138
0.926758 0.985825
0.856445 0.890718
0.715820 0.989483
0.815430 0.824874
