6	10	220.0	0	220.0	0	1	
6	10	36.6666666667	29	220.0	177	2	
6	10	149.166666667	46	895.0	281	0	
6	50	22100.0	0	22100.0	0	1	
6	50	3683.33333333	3039	22100.0	18234	2	
6	50	5412.5	3393	32475.0	20359	0	
6	100	171700.0	0	171700.0	0	1	
6	100	28616.6666667	23712	171700.0	142272	2	
6	100	34991.6666667	25074	209950.0	150446	0	
6	200	1353400.0	0	1353400.0	0	1	
6	200	225566.666667	187434	1353400.0	1124609	2	
6	200	249983.333333	192747	1499900.0	1156484	0	
6	300	4545100.0	0	4545100.0	0	1	
6	300	757516.666667	630041	4545100.0	3780250	2	
6	300	811641.666667	641710	4869850.0	3850261	0	
6	400	10746800.0	0	10746800.0	0	1	
6	400	1791133.33333	1490403	10746800.0	8942422	2	
6	400	1886633.33333	1511416	11319800.0	9068496	0	
6	500	20958500.0	0	20958500.0	0	1	
6	500	3493083.33333	2907476	20958500.0	17444859	2	
6	500	3641625.0	2940205	21849750.0	17641234	0	
