24	10	220.0	0	220.0	0	1	
24	10	9.16666666667	7	220.0	186	2	
24	10	51.6666666667	23	1240.0	571	0	
24	20	1540.0	0	1540.0	0	1	
24	20	64.1666666667	57	1540.0	1379	2	
24	20	199.166666667	132	4780.0	3181	0	
24	30	4960.0	0	4960.0	0	1	
24	30	206.666666667	189	4960.0	4558	2	
24	30	484.166666667	368	11620.0	8840	0	
24	40	11480.0	0	11480.0	0	1	
24	40	478.333333333	443	11480.0	10654	2	
24	40	948.333333333	762	22760.0	18301	0	
24	50	22100.0	0	22100.0	0	1	
24	50	920.833333333	859	22100.0	20622	2	
24	50	1633.33333333	1365	39200.0	32768	0	
24	100	171700.0	0	171700.0	0	1	
24	100	7154.16666667	6767	171700.0	162429	2	
24	100	9829.16666667	8823	235900.0	211767	0	
24	200	1353400.0	0	1353400.0	0	1	
24	200	56391.6666667	53688	1353400.0	1288529	2	
24	200	66741.6666667	61994	1601800.0	1487856	0	
24	300	4545100.0	0	4545100.0	0	1	
24	300	189379.166667	180844	4545100.0	4340275	2	
24	300	212404.166667	199602	5097700.0	4790450	0	
24	10	220.0	0	220.0	0	1	
24	10	9.16666666667	7	220.0	186	2	
24	10	51.6666666667	23	1240.0	571	0	
24	20	1540.0	0	1540.0	0	1	
24	20	64.1666666667	57	1540.0	1379	2	
24	20	199.166666667	132	4780.0	3181	0	
24	30	4960.0	0	4960.0	0	1	
24	30	206.666666667	189	4960.0	4558	2	
24	30	484.166666667	368	11620.0	8840	0	
24	40	11480.0	0	11480.0	0	1	
24	40	478.333333333	443	11480.0	10654	2	
24	40	948.333333333	762	22760.0	18301	0	
24	50	22100.0	0	22100.0	0	1	
24	50	920.833333333	859	22100.0	20622	2	
24	50	1633.33333333	1365	39200.0	32768	0	
24	100	171700.0	0	171700.0	0	1	
24	100	7154.16666667	6767	171700.0	162429	2	
24	100	9829.16666667	8823	235900.0	211767	0	
24	200	1353400.0	0	1353400.0	0	1	
24	200	56391.6666667	53688	1353400.0	1288529	2	
24	200	66741.6666667	61994	1601800.0	1487856	0	
24	300	4545100.0	0	4545100.0	0	1	
24	300	189379.166667	180844	4545100.0	4340275	2	
24	300	212404.166667	199602	5097700.0	4790450	0	
